ISO,Country,Data source,Sector,Gas,Unit,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
SYC,Seychelles,Climate Watch,Energy,All GHG,MtCO₂e,0.6,0.6,0.6,0.57,0.57,0.5,0.46,0.41,0.42,0.41,0.44,0.45,0.42,0.4,0.39,0.38,0.38,0.34,0.35,0.32,0.29,0.31,0.29,0.28,0.24,0.2,0.21,0.19,0.18,0.18,0.15
SYR,Syria,Climate Watch,Energy,All GHG,MtCO₂e,30.22,31.46,32.16,30.91,27.92,29.08,30.63,35.79,57.16,81.89,87.7,87.71,92.0,90.86,88.79,87.77,78.82,86.85,88.35,87.02,86.86,86.95,87.67,85.03,85.82,84.31,81.15,78.41,74.49,69.64,60.13
TCD,Chad,Climate Watch,Energy,All GHG,MtCO₂e,7.41,7.33,7.26,7.13,7.09,7.05,7.05,7.06,6.82,6.64,6.82,7.24,7.65,8.0,8.44,8.92,7.27,5.64,3.78,2.15,0.51,0.49,0.47,0.46,0.45,0.44,0.43,0.41,0.41,0.4,0.39
TGO,Togo,Climate Watch,Energy,All GHG,MtCO₂e,2.12,2.05,1.96,1.73,1.98,1.49,1.62,1.74,2.09,2.35,2.53,2.72,1.49,1.28,1.26,1.33,1.38,1.44,1.19,1.1,1.27,1.41,1.1,0.93,1.21,0.84,0.84,0.49,0.61,0.75,0.8
THA,Thailand,Climate Watch,Energy,All GHG,MtCO₂e,259.48,269.63,259.04,261.69,262.33,266.5,259.74,263.6,254.64,236.02,238.04,220.53,229.04,223.4,216.13,214.2,206.75,189.2,181.09,170.92,162.93,161.64,155.16,170.07,165.46,147.42,130.56,117.0,104.13,95.61,86.24
TJK,Tajikistan,Climate Watch,Energy,All GHG,MtCO₂e,7.53,7.17,6.47,5.49,5.09,4.43,4.22,3.16,3.02,2.51,2.37,2.39,3.06,3.22,2.67,2.47,2.62,2.29,2.25,2.33,2.37,2.7,2.88,2.72,2.43,2.86,3.49,6.02,8.55,11.31,12.2
TKM,Turkmenistan,Climate Watch,Energy,All GHG,MtCO₂e,180.02,201.15,184.56,181.48,182.98,187.82,182.51,185.15,176.58,169.13,138.27,122.81,165.22,159.01,145.13,145.88,141.81,134.24,119.25,112.21,110.13,85.75,67.63,65.88,80.69,83.84,83.11,104.21,94.98,138.04,146.26
TLS,Timor-Leste,Climate Watch,Energy,All GHG,MtCO₂e,4.5,4.91,5.04,5.33,5.53,5.68,5.83,5.88,5.94,6.03,6.15,5.83,5.49,5.16,4.84,4.52,3.65,2.77,1.9,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TON,Tonga,Climate Watch,Energy,All GHG,MtCO₂e,0.12,0.16,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.1,0.09,0.1,0.11,0.09,0.09,0.08,0.1,0.09,0.09,0.08,0.09,0.08
TTO,Trinidad and Tobago,Climate Watch,Energy,All GHG,MtCO₂e,20.67,23.36,23.92,24.33,24.37,28.28,29.5,29.8,29.19,29.91,29.27,26.73,27.7,28.24,27.76,24.35,22.19,21.21,17.27,15.63,13.92,13.08,12.67,12.37,12.03,11.13,11.52,14.9,19.2,19.31,19.46
TUN,Tunisia,Climate Watch,Energy,All GHG,MtCO₂e,27.73,28.93,28.91,28.91,28.36,29.24,29.11,27.77,27.87,26.19,26.96,24.79,24.75,24.43,23.16,22.29,21.79,20.94,21.22,21.16,20.34,19.75,18.79,17.94,17.32,16.55,16.37,16.7,16.85,15.51,15.25
TUR,Türkiye,Climate Watch,Energy,All GHG,MtCO₂e,378.64,378.51,386.85,391.0,351.13,328.04,320.8,297.13,311.69,300.03,280.29,273.67,274.85,278.26,250.27,225.47,216.3,212.15,201.78,192.23,211.5,187.99,187.5,187.29,179.17,162.45,148.66,151.23,145.3,140.45,137.6
TUV,Tuvalu,Climate Watch,Energy,All GHG,MtCO₂e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
TZA,Tanzania,Climate Watch,Energy,All GHG,MtCO₂e,17.96,18.41,15.85,15.54,14.53,14.93,14.28,15.18,13.78,12.36,11.08,10.1,10.13,9.92,10.08,9.58,8.74,7.39,7.07,6.5,6.23,5.59,5.61,5.69,5.78,5.44,4.66,3.94,3.72,3.64,3.6
UGA,Uganda,Climate Watch,Energy,All GHG,MtCO₂e,8.1,8.48,8.32,7.52,7.27,6.89,6.17,5.75,5.7,5.68,5.23,5.35,4.91,4.8,4.28,3.86,3.45,3.36,3.23,3.02,3.0,2.97,2.93,2.77,2.68,2.6,2.37,2.41,2.38,2.33,2.27
UKR,Ukraine,Climate Watch,Energy,All GHG,MtCO₂e,170.56,179.97,191.54,180.52,207.33,196.9,244.66,278.36,285.43,291.41,278.82,260.58,308.14,319.51,311.8,304.64,316.61,340.07,314.8,311.63,308.6,317.05,320.06,340.39,359.33,411.27,426.5,510.52,584.45,672.65,711.07
URY,Uruguay,Climate Watch,Energy,All GHG,MtCO₂e,6.57,6.91,6.62,6.17,6.62,6.68,6.52,7.35,8.49,7.53,6.25,7.52,7.77,5.82,6.29,5.34,5.38,4.21,4.27,4.68,5.34,6.63,5.58,5.41,5.34,4.61,4.14,4.46,4.73,4.33,3.8
USA,United States,Climate Watch,Energy,All GHG,MtCO₂e,4744.2,5286.55,5407.18,5209.46,5270.73,5386.87,5500.72,5463.03,5315.65,5524.09,5725.84,5473.03,5870.02,6037.42,5944.91,6042.35,6025.38,5946.23,5880.73,6041.95,6069.69,5900.77,5887.6,5841.51,5570.44,5411.16,5358.47,5279.12,5170.32,5096.73,5135.16
UZB,Uzbekistan,Climate Watch,Energy,All GHG,MtCO₂e,136.1,139.46,135.45,128.87,124.58,118.15,124.74,134.21,136.95,153.96,152.39,143.06,158.05,150.49,156.79,147.25,155.65,152.54,160.99,155.14,152.83,145.43,144.98,128.06,126.23,123.92,133.7,135.49,132.22,141.9,139.9
VCT,Saint Vincent and the Grenadines,Climate Watch,Energy,All GHG,MtCO₂e,0.22,0.24,0.25,0.23,0.26,0.25,0.27,0.23,0.24,0.22,0.23,0.29,0.23,0.25,0.23,0.23,0.23,0.21,0.2,0.19,0.16,0.17,0.17,0.14,0.14,0.13,0.12,0.11,0.09,0.09,0.08
VEN,Venezuela,Climate Watch,Energy,All GHG,MtCO₂e,132.24,198.43,250.99,291.37,327.13,353.88,377.42,382.2,380.63,351.04,353.91,345.92,358.07,343.53,348.9,353.43,335.21,309.74,328.1,344.42,339.2,324.36,345.61,346.8,327.96,299.5,273.48,269.45,261.27,259.12,244.84
VNM,Vietnam,Climate Watch,Energy,All GHG,MtCO₂e,310.58,301.41,252.26,202.61,201.22,184.34,166.9,152.91,146.25,146.52,146.02,131.29,119.13,108.29,99.47,96.74,89.96,74.27,70.24,61.7,56.47,52.43,51.02,46.15,40.44,36.64,31.61,29.64,25.76,24.7,23.64
VUT,Vanuatu,Climate Watch,Energy,All GHG,MtCO₂e,0.12,0.17,0.18,0.14,0.15,0.13,0.16,0.11,0.12,0.13,0.13,0.13,0.1,0.11,0.06,0.06,0.06,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.09,0.07,0.06,0.06,0.06,0.07,0.07
WORLD,World,Climate Watch,Energy,All GHG,MtCO₂e,35475.65,37612.13,37707.06,36804.52,36239.01,36236.7,36383.4,36273.52,35641.95,35241.09,34255.39,32327.5,32817.34,32570.26,31471.52,30549.75,29458.4,28164.03,26952.26,26633.58,26269.19,25446.72,25315.23,25150.27,24730.57,24210.55,23551.65,23450.49,23315.17,23432.48,23283.88
WSM,Samoa,Climate Watch,Energy,All GHG,MtCO₂e,0.21,0.28,0.25,0.26,0.25,0.23,0.21,0.2,0.2,0.2,0.19,0.18,0.17,0.19,0.18,0.18,0.18,0.17,0.17,0.16,0.15,0.15,0.15,0.13,0.13,0.12,0.1,0.11,0.1,0.1,0.09
YEM,Yemen,Climate Watch,Energy,All GHG,MtCO₂e,12.13,13.47,13.63,11.32,11.13,16.02,35.39,36.87,28.97,32.73,37.22,36.98,34.42,34.91,34.57,33.42,31.16,30.83,27.86,27.89,27.01,24.51,22.17,21.26,20.02,19.6,18.69,14.41,13.38,12.91,10.95
ZAF,South Africa,Climate Watch,Energy,All GHG,MtCO₂e,423.09,477.79,471.0,467.36,456.61,456.53,481.0,469.53,459.55,440.82,456.76,435.21,458.78,427.67,409.51,407.69,410.63,382.61,358.81,348.89,312.95,306.96,324.94,316.73,300.43,290.67,277.69,271.34,261.78,265.46,270.16
ZMB,Zambia,Climate Watch,Energy,All GHG,MtCO₂e,8.55,8.5,8.6,7.72,6.27,5.96,5.6,5.15,4.99,4.12,3.71,3.6,3.4,3.17,3.35,3.48,3.28,3.25,3.11,3.01,2.88,2.83,3.18,3.25,2.72,3.09,3.08,3.4,3.72,3.72,3.53
ZWE,Zimbabwe,Climate Watch,Energy,All GHG,MtCO₂e,11.4,13.26,14.01,12.73,13.36,14.73,14.73,14.87,14.41,13.9,12.05,10.19,10.42,12.49,12.4,13.05,12.28,12.79,14.9,16.08,16.08,18.26,16.33,15.98,16.99,17.52,17.87,19.01,20.44,20.24,18.54
