ISO,Country,Data source,Sector,Gas,Unit,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
SUR,Suriname,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,1.09,1.09,0.91,0.99,1.23,1.53,1.43,1.19,1.15,0.93,0.56,0.44,0.42,0.42,0.51,0.71,0.48,0.37,0.29,0.33,0.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SVK,Slovakia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,9.18,9.9,11.1,11.93,11.74,11.85,11.39,12.72,12.99,13.64,13.86,13.24,13.77,14.92,15.72,16.12,16.27,17.17,14.99,16.47,14.45,16.53,16.64,17.32,17.34,18.04,16.39,18.18,16.61,17.24,17.8
SVN,Slovenia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,4.55,4.64,4.85,4.97,4.94,4.61,4.56,5.83,6.05,6.33,6.25,6.13,6.4,6.57,6.47,6.33,6.28,6.2,6.5,6.18,5.69,5.55,6.38,5.99,5.68,5.96,5.66,6.06,6.0,5.48,6.35
SWE,Sweden,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,8.7,8.22,9.0,10.36,10.42,9.55,9.64,9.89,10.26,10.85,13.53,10.9,10.65,10.32,11.91,11.66,12.72,13.26,11.91,10.77,10.0,11.91,13.1,12.17,16.42,11.91,12.61,12.05,11.8,12.06,9.87
SWZ,Eswatini,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.09,0.09,0.05,0.05,0.06,0.05,0.06,0.05,0.06,0.05,0.09,0.23,0.22,0.22,0.21,0.2,0.21,0.21,0.22,0.17,0.16,0.05,0.06,0.06,0.05,0.05,0.1,0.1,0.21,0.25,0.27
SYC,Seychelles,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.36,0.36,0.35,0.34,0.33,0.31,0.28,0.26,0.26,0.25,0.24,0.28,0.27,0.28,0.24,0.23,0.18,0.18,0.18,0.16,0.16,0.15,0.14,0.14,0.11,0.11,0.11,0.1,0.1,0.09,0.09
SYR,Syria,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,11.6,12.4,12.87,12.56,12.16,11.97,12.63,14.95,19.84,26.98,29.33,29.62,28.14,26.56,24.87,23.33,20.33,20.39,18.85,17.13,16.33,15.79,14.74,13.57,12.69,11.53,10.49,8.71,8.45,8.05,7.98
TCD,Chad,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.16,0.15,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
TGO,Togo,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.23,0.2,0.21,0.28,0.51,0.19,0.25,0.06,0.02,0.02,0.07,0.04,0.03,0.09,0.11,0.07,0.08,0.04,0.05,0.19,0.1,0.09,0.14,0.05,0.05,0.06,0.11,0.06,0.04,0.1,0.07
THA,Thailand,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,102.16,109.49,106.4,104.95,111.69,110.92,114.19,115.5,106.6,98.14,98.43,88.96,99.61,96.45,86.62,84.9,79.94,72.66,69.86,67.73,64.45,62.42,62.62,65.29,60.77,53.04,48.47,43.94,40.6,37.21,30.83
TJK,Tajikistan,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,2.08,1.86,1.5,0.98,0.53,0.29,0.22,0.07,0.05,0.04,0.04,0.08,0.2,0.31,0.59,0.59,0.59,0.51,0.47,0.55,0.57,0.7,0.7,0.7,0.59,0.57,0.72,1.29,1.69,1.54,1.54
TKM,Turkmenistan,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,21.61,21.61,21.62,21.64,21.66,21.69,20.12,20.91,22.38,22.55,21.6,18.74,22.29,21.11,19.37,18.62,17.35,16.0,15.32,14.98,14.14,11.42,9.36,9.83,9.6,11.83,11.23,8.31,5.91,11.69,13.08
TLS,Timor-Leste,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.22,0.31,0.21,0.26,0.17,0.21,0.21,0.18,0.11,0.12,0.12,0.12,0.1,0.08,0.07,0.07,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TON,Tonga,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
TTO,Trinidad and Tobago,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,10.44,11.47,12.37,12.12,12.24,13.9,14.09,14.55,13.86,14.72,14.01,12.38,12.78,13.0,13.6,11.38,10.52,10.13,7.58,6.48,5.59,5.87,5.97,5.66,5.32,5.15,5.23,5.23,5.32,5.02,4.72
TUN,Tunisia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,9.66,9.85,9.48,9.29,9.14,9.73,9.71,9.26,9.1,8.33,8.45,7.63,7.27,7.2,6.67,6.17,5.91,5.75,6.92,6.9,6.33,6.22,5.77,5.4,5.01,4.75,4.77,4.71,4.65,4.41,4.01
TUR,Türkiye,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,143.54,149.88,159.61,159.03,147.02,134.24,139.03,121.35,127.29,123.49,113.08,112.53,114.53,106.97,90.46,81.39,73.94,72.52,71.76,76.84,75.21,72.14,67.88,63.41,57.84,52.03,50.74,45.25,44.86,41.63,39.57
TUV,Tuvalu,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TZA,Tanzania,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,2.67,3.13,2.75,2.5,2.57,2.87,2.43,2.85,2.5,1.92,1.48,1.21,1.24,1.39,1.59,1.36,1.26,0.12,0.12,0.16,0.33,0.19,0.12,0.48,0.43,0.59,0.44,0.35,0.29,0.29,0.29
UGA,Uganda,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.06,0.3,0.37,0.18,0.18,0.09,0.11,0.03,0.23,0.77,0.8,0.71,0.5,0.46,0.33,0.07,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
UKR,Ukraine,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,81.07,83.43,91.32,86.62,105.73,94.93,116.36,137.25,140.79,138.25,130.07,120.74,137.3,140.01,138.73,138.98,128.91,154.84,135.7,135.9,140.56,145.35,147.61,153.63,165.45,204.75,221.07,260.95,273.81,320.48,358.3
URY,Uruguay,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.96,0.64,0.79,0.36,0.86,1.15,0.99,1.86,3.29,2.32,1.24,2.64,3.08,1.3,2.05,1.2,1.31,0.31,0.29,0.34,0.73,1.65,0.63,0.72,0.94,0.58,0.13,0.64,1.11,0.92,0.53
USA,United States,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,1771.12,1965.56,2105.01,2072.96,2154.19,2243.24,2386.49,2388.77,2370.17,2499.53,2620.93,2499.98,2731.6,2801.71,2734.98,2803.76,2754.54,2720.1,2692.12,2825.56,2814.15,2782.06,2814.45,2756.79,2517.46,2436.26,2373.44,2348.06,2289.28,2191.74,2171.63
UZB,Uzbekistan,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,44.52,55.99,52.94,48.59,47.72,46.29,46.52,46.29,44.19,44.8,42.32,42.38,44.93,42.39,43.75,39.18,43.25,40.28,43.31,43.15,43.49,39.79,41.37,38.33,38.04,35.82,41.82,47.19,48.33,47.3,47.3
VCT,Saint Vincent and the Grenadines,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.07,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.03
VEN,Venezuela,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,20.33,44.95,57.4,63.1,66.07,69.98,65.83,64.12,63.14,58.71,64.33,66.15,66.74,61.46,60.39,59.6,59.85,59.44,60.0,58.61,56.81,51.63,50.3,49.65,43.16,39.23,37.9,37.41,36.72,32.99,36.53
VNM,Vietnam,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,151.63,154.67,121.13,94.13,97.88,84.37,53.2,44.61,41.61,40.41,41.63,32.46,30.27,29.01,26.76,24.36,20.59,15.84,15.63,12.41,11.53,9.67,10.52,8.16,5.65,4.51,3.74,2.8,3.06,3.65,4.9
VUT,Vanuatu,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.03,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02
WORLD,World,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,15181.35,15819.97,15880.51,15428.82,15094.04,15084.47,15347.21,15404.02,15129.6,14830.37,14220.97,13317.6,13527.68,13503.46,12935.38,12439.17,12057.3,11668.7,11049.8,10862.88,10608.54,10196.96,10140.1,9915.75,9640.67,9282.78,9093.03,8994.23,8946.56,8786.72,8645.45
WSM,Samoa,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.02,0.03,0.02,0.01,0.02,0.02,0.02,0.02
YEM,Yemen,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,2.28,2.65,2.83,3.21,3.61,4.6,7.52,8.39,7.36,7.31,8.12,7.81,6.8,6.55,5.72,5.43,5.12,4.72,4.51,4.67,4.39,4.06,3.34,3.08,2.8,2.68,2.37,2.18,2.3,2.12,1.6
ZAF,South Africa,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,272.92,313.1,292.7,286.15,292.44,286.38,305.66,294.14,296.05,288.71,304.02,257.71,294.89,266.92,253.63,252.25,262.48,246.9,231.7,228.45,192.89,185.33,195.36,188.27,178.3,170.31,162.21,158.29,148.41,146.09,146.55
ZMB,Zambia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,2.43,2.39,2.72,1.91,0.66,0.33,0.31,0.07,0.07,0.07,0.06,0.06,0.05,0.05,0.08,0.1,0.1,0.1,0.1,0.09,0.08,0.09,0.16,0.15,0.11,0.13,0.14,0.16,0.16,0.16,0.16
ZWE,Zimbabwe,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,3.95,5.13,5.53,5.16,5.93,6.87,6.88,6.82,5.65,6.04,4.93,2.79,2.73,3.44,3.94,6.08,5.76,4.71,6.38,6.96,5.38,5.99,6.23,5.99,6.72,7.49,8.56,8.1,8.87,8.76,7.02
