ISO,Country,Data source,Sector,Gas,Unit,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
SUR,Suriname,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.14,0.13,0.11,0.1,0.09,0.1,0.1,0.11,0.1,0.08,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.08,0.1,0.12,0.13,0.15,0.16,0.17,0.18,0.19
SVK,Slovakia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.14,2.15,2.14,2.2,2.22,2.28,2.18,2.07,2.15,2.39,2.45,2.9,3.48,3.38,3.42,2.95,2.93,2.4,2.47,2.57,2.37,2.75,3.0,2.57,2.52,2.46,2.28,1.79,2.33,1.13,1.47
SVN,Slovenia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.82,0.85,0.84,0.83,0.79,0.8,0.82,0.78,0.71,0.67,0.68,0.73,0.89,0.92,0.9,0.85,0.8,0.75,0.71,0.75,0.73,0.68,0.67,0.65,0.63,0.6,0.57,0.47,0.56,0.19,0.26
SWE,Sweden,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.12,2.28,2.6,2.55,2.69,2.67,2.6,2.57,2.73,2.75,3.01,2.81,3.22,3.23,3.5,3.4,3.29,3.14,3.19,3.16,3.2,3.05,2.97,2.82,2.8,2.89,2.62,2.56,2.51,2.75,2.84
SWZ,Eswatini,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.1,0.1,0.09,0.08,0.08,0.07,0.06,0.06,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0
SYC,Seychelles,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.07,0.07,0.06,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYR,Syria,Climate Watch,Industrial Processes,All GHG,MtCO₂e,3.87,3.58,3.17,3.05,3.05,2.73,2.65,3.32,3.94,3.54,3.85,3.37,3.24,2.99,2.66,2.42,2.36,2.31,2.19,2.24,2.02,2.22,2.02,2.12,1.98,1.97,1.97,1.96,1.61,1.51,1.5
TCD,Chad,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.96,0.92,0.85,0.78,0.68,0.61,0.55,0.49,0.42,0.32,0.27,0.24,0.21,0.19,0.16,0.14,0.13,0.12,0.12,0.11,0.11,0.09,0.07,0.06,0.04,0.02,0.02,0.01,0.01,0.01,0.0
TGO,Togo,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.86,1.84,1.6,1.54,1.52,1.45,1.01,0.98,1.05,1.01,0.87,0.84,0.73,0.83,0.88,0.95,0.91,0.89,0.64,0.53,0.45,0.73,0.46,0.17,0.46,0.43,0.34,0.4,0.38,0.41,0.41
THA,Thailand,Climate Watch,Industrial Processes,All GHG,MtCO₂e,93.56,85.7,77.63,69.32,61.75,50.48,46.68,42.36,38.69,34.65,31.42,30.43,30.0,31.38,29.42,27.24,24.93,23.83,25.75,23.14,20.64,20.6,16.98,22.22,19.41,16.58,14.39,12.89,8.88,6.45,6.74
TJK,Tajikistan,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.49,2.45,2.26,1.89,1.02,1.03,0.92,0.57,0.52,0.57,0.59,0.56,0.58,0.67,0.68,0.68,0.68,0.7,0.69,0.7,0.72,0.74,0.77,0.82,0.86,0.92,0.75,0.64,0.52,0.16,0.0
TKM,Turkmenistan,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.41,1.62,1.76,2.12,2.11,2.05,1.9,1.8,1.68,1.52,1.22,1.17,1.1,1.04,1.0,0.86,0.81,0.76,0.74,0.73,0.72,0.69,0.66,0.63,0.6,0.57,0.64,0.79,0.78,0.32,0.3
TLS,Timor-Leste,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TON,Tonga,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTO,Trinidad and Tobago,Climate Watch,Industrial Processes,All GHG,MtCO₂e,4.25,4.01,3.75,3.5,3.27,3.06,2.8,2.53,2.22,2.03,1.76,1.65,1.55,1.39,1.25,1.03,1.02,0.98,0.93,0.86,0.84,0.74,0.66,0.57,0.47,0.37,0.36,0.32,0.28,0.27,0.23
TUN,Tunisia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,5.35,5.85,5.81,5.4,5.58,6.08,5.75,4.75,5.23,4.34,5.17,4.8,4.76,4.43,4.3,4.11,4.07,3.73,3.7,3.53,3.48,2.98,2.75,2.57,2.56,2.67,2.43,2.25,2.1,2.1,1.72
TUR,Türkiye,Climate Watch,Industrial Processes,All GHG,MtCO₂e,51.14,42.05,48.48,47.91,45.34,42.82,43.15,41.8,39.1,38.38,36.33,31.83,29.21,27.21,25.35,22.45,20.25,18.75,18.05,17.32,17.42,16.84,17.58,17.34,16.81,16.24,15.37,14.94,15.52,14.33,12.76
TUV,Tuvalu,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TZA,Tanzania,Climate Watch,Industrial Processes,All GHG,MtCO₂e,3.56,3.45,2.55,2.31,2.15,1.67,1.49,1.26,1.28,1.17,1.09,0.92,0.83,0.77,0.66,0.64,0.61,0.56,0.5,0.44,0.41,0.4,0.37,0.29,0.33,0.26,0.15,0.24,0.23,0.23,0.23
UGA,Uganda,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.55,0.48,0.4,0.4,0.39,0.37,0.41,0.38,0.45,0.41,0.34,0.22,0.2,0.16,0.18,0.18,0.16,0.15,0.15,0.13,0.11,0.11,0.1,0.09,0.08,0.03,0.02,0.02,0.02,0.02,0.01
UKR,Ukraine,Climate Watch,Industrial Processes,All GHG,MtCO₂e,9.74,9.52,9.16,8.84,8.79,8.3,8.34,8.45,8.35,9.14,7.24,6.16,11.05,11.29,9.6,8.74,7.82,7.33,6.34,5.56,5.37,5.28,5.44,5.49,5.01,6.04,8.18,10.28,13.4,5.41,6.23
URY,Uruguay,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.44,1.34,1.3,1.23,1.13,1.12,1.03,0.96,0.91,0.88,0.76,0.81,0.6,0.57,0.53,0.49,0.48,0.65,0.62,0.62,0.47,0.49,0.5,0.44,0.37,0.31,0.36,0.27,0.26,0.26,0.26
USA,United States,Climate Watch,Industrial Processes,All GHG,MtCO₂e,243.52,238.67,231.67,227.96,222.02,221.22,219.36,209.35,210.15,217.0,204.59,190.55,208.91,221.72,208.39,204.42,199.03,191.49,202.07,192.09,208.7,206.14,209.71,198.51,197.28,187.54,165.51,160.57,157.31,154.31,164.71
UZB,Uzbekistan,Climate Watch,Industrial Processes,All GHG,MtCO₂e,8.04,7.85,7.06,6.89,6.64,6.53,6.09,5.91,5.79,5.76,5.86,5.68,5.44,5.01,4.65,4.41,4.14,3.65,3.43,3.42,3.11,3.08,3.33,3.15,3.25,3.22,3.55,4.25,4.66,2.24,1.71
VCT,Saint Vincent and the Grenadines,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEN,Venezuela,Climate Watch,Industrial Processes,All GHG,MtCO₂e,11.86,11.15,10.9,11.66,11.22,11.59,11.37,11.59,11.31,10.95,10.61,10.22,9.61,8.96,9.57,6.67,6.27,7.37,7.01,7.71,7.61,7.85,7.88,8.14,8.15,8.49,8.52,8.85,9.1,9.35,9.22
VNM,Vietnam,Climate Watch,Industrial Processes,All GHG,MtCO₂e,68.87,64.36,56.48,48.59,41.69,38.18,36.19,33.43,30.84,30.56,25.72,21.0,16.93,15.44,13.45,12.98,11.23,10.22,9.05,7.28,6.26,5.0,4.61,3.79,3.1,2.69,2.19,1.95,1.86,1.4,1.16
VUT,Vanuatu,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WORLD,World,Climate Watch,Industrial Processes,All GHG,MtCO₂e,3126.93,3064.2,2967.21,2858.25,2789.84,2692.99,2699.79,2576.95,2463.49,2380.64,2228.91,2092.61,2045.87,2001.98,1873.86,1742.17,1645.95,1564.71,1471.02,1418.63,1393.64,1334.72,1325.97,1321.72,1272.44,1220.88,1147.93,1039.53,1022.92,1007.48,1002.76
WSM,Samoa,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YEM,Yemen,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.12,1.14,1.09,1.06,0.84,1.19,1.41,1.43,1.22,1.24,0.9,0.97,0.94,0.79,0.66,0.65,0.65,0.65,0.66,0.63,0.59,0.61,0.51,0.52,0.43,0.45,0.34,0.34,0.34,0.36,0.35
ZAF,South Africa,Climate Watch,Industrial Processes,All GHG,MtCO₂e,24.2,23.65,22.74,21.83,21.11,19.91,19.06,18.71,18.12,17.79,17.86,17.41,16.2,15.38,14.24,13.0,11.8,11.47,10.75,9.72,9.29,9.44,9.65,10.05,10.08,10.16,9.29,8.56,7.94,7.67,7.4
ZMB,Zambia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.62,1.6,1.66,1.4,1.28,1.15,1.15,1.08,0.94,0.75,0.68,0.57,0.43,0.4,0.39,0.33,0.3,0.28,0.22,0.2,0.26,0.22,0.23,0.24,0.21,0.19,0.18,0.21,0.21,0.21,0.24
ZWE,Zimbabwe,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.9,1.81,1.83,1.68,1.6,1.66,1.52,1.43,1.48,1.24,1.11,1.05,0.91,0.89,0.98,0.92,0.87,0.82,0.89,0.96,1.03,1.01,1.04,1.02,0.96,0.92,0.97,0.47,0.43,0.42,0.36
